metric,arm,seed_index,value
urllc_violation_prob,E_full_umro,21,0.00025
urllc_violation_prob,E_full_umro,22,0.00013333333333333334
urllc_violation_prob,E_full_umro,23,0.0005833333333333334
urllc_violation_prob,E_full_umro,24,0.00015833333333333332
urllc_violation_prob,E_full_umro,25,5e-05
urllc_violation_prob,E_full_umro,26,5e-05
urllc_violation_prob,E_full_umro,27,2.5e-05
urllc_violation_prob,E_full_umro,28,0.0004333333333333333
urllc_violation_prob,E_full_umro,29,0.00018333333333333334
urllc_e2e_violation_prob,A_hard_static,0,0.0
urllc_e2e_violation_prob,A_hard_static,1,0.0
urllc_e2e_violation_prob,A_hard_static,2,0.0
urllc_e2e_violation_prob,A_hard_static,3,0.0
urllc_e2e_violation_prob,A_hard_static,4,0.0
urllc_e2e_violation_prob,A_hard_static,5,0.0
urllc_e2e_violation_prob,A_hard_static,6,0.0
urllc_e2e_violation_prob,A_hard_static,7,0.0
urllc_e2e_violation_prob,A_hard_static,8,0.0
urllc_e2e_violation_prob,A_hard_static,9,0.0
urllc_e2e_violation_prob,A_hard_static,10,0.0
urllc_e2e_violation_prob,A_hard_static,11,0.0
urllc_e2e_violation_prob,A_hard_static,12,0.0
urllc_e2e_violation_prob,A_hard_static,13,0.0
urllc_e2e_violation_prob,A_hard_static,14,0.0
urllc_e2e_violation_prob,A_hard_static,15,0.0
urllc_e2e_violation_prob,A_hard_static,16,0.0
urllc_e2e_violation_prob,A_hard_static,17,0.0
urllc_e2e_violation_prob,A_hard_static,18,0.0
urllc_e2e_violation_prob,A_hard_static,19,0.0
urllc_e2e_violation_prob,A_hard_static,20,0.0
urllc_e2e_violation_prob,A_hard_static,21,0.0
urllc_e2e_violation_prob,A_hard_static,22,0.0
urllc_e2e_violation_prob,A_hard_static,23,0.0
urllc_e2e_violation_prob,A_hard_static,24,0.0
urllc_e2e_violation_prob,A_hard_static,25,0.0
urllc_e2e_violation_prob,A_hard_static,26,0.0
urllc_e2e_violation_prob,A_hard_static,27,0.0
urllc_e2e_violation_prob,A_hard_static,28,0.0
urllc_e2e_violation_prob,A_hard_static,29,0.0
urllc_e2e_violation_prob,B_soft_pool,0,0.0
urllc_e2e_violation_prob,B_soft_pool,1,0.0
urllc_e2e_violation_prob,B_soft_pool,2,0.0
urllc_e2e_violation_prob,B_soft_pool,3,0.0
urllc_e2e_violation_prob,B_soft_pool,4,0.0
urllc_e2e_violation_prob,B_soft_pool,5,0.0
urllc_e2e_violation_prob,B_soft_pool,6,0.0
urllc_e2e_violation_prob,B_soft_pool,7,0.0
urllc_e2e_violation_prob,B_soft_pool,8,0.0
urllc_e2e_violation_prob,B_soft_pool,9,0.0
urllc_e2e_violation_prob,B_soft_pool,10,0.0
urllc_e2e_violation_prob,B_soft_pool,11,0.0
urllc_e2e_violation_prob,B_soft_pool,12,0.0
urllc_e2e_violation_prob,B_soft_pool,13,0.0
urllc_e2e_violation_prob,B_soft_pool,14,0.0
urllc_e2e_violation_prob,B_soft_pool,15,0.0
urllc_e2e_violation_prob,B_soft_pool,16,0.0
urllc_e2e_violation_prob,B_soft_pool,17,0.0
urllc_e2e_violation_prob,B_soft_pool,18,0.0
urllc_e2e_violation_prob,B_soft_pool,19,0.0
urllc_e2e_violation_prob,B_soft_pool,20,0.0
urllc_e2e_violation_prob,B_soft_pool,21,0.0
