lambda_pps,rho_bottleneck,analytical_ms,des_ms,rel_error_pct,paired_p
500.0,0.125,0.9769341769341767,0.977007948698106,0.007551354602060321,0.7359038350064722
1000.0,0.25,1.0928571428571427,1.0932512682545956,0.03606376185840733,0.2543577114688733
1500.0,0.375,1.2436008436008439,1.2439649345348258,0.029277153988438873,0.4448351381013869
2000.0,0.5,1.4500000000000006,1.4486784789045288,-0.09113938589456734,0.17112641901782116
2500.0,0.625,1.7564213564213564,1.7560684788412766,-0.020090713358153618,0.8195456476823098
3000.0,0.75,2.2833333333333328,2.2839182670176252,0.0256175336186236,0.8697430607592355
3500.0,0.875,3.574603174603174,3.565001802388415,-0.2685996667539353,0.5250011939648128
3800.0,0.95,6.838474025974025,6.917066265460032,1.1492657453621182,0.4034309635280598
